1.000000000000000000e+03,6.294956107505533964e+02,7.090054143943531244e+02,3.694018739934350606e+02,8.496032932485641709e+01,0.000000000000000000e+00,2.952898373148747169e+01,2.917141641093689941e+01,1.000000000000000000e+03,1.000000000000000000e+03,2.711569036609557202e+02,7.665703822279479027e+02,4.997631885851960476e+01,5.784088593031092387e+02,1.839035534683428068e+02,0.000000000000000000e+00,7.133705807998263992e+01,2.062852671989509190e+02,2.718748433235391531e+02,4.084563822324753346e+02,1.620586717764408604e+02,1.685981443203808112e+02,9.393310342240044974e+02,8.938374272188311807e+02,1.775655159876806692e+02,7.847832394516041177e+01,0.000000000000000000e+00,4.883782357918447019e+02,1.755201102386401999e+02,5.320177297194942412e+02
2.638519551630535034e+02,1.328764795400357457e+02,2.927799989390462656e+02,2.135326280356841977e+01,7.529600288497878182e+02,7.790062506381807452e+02,1.173088907181115985e+02,6.869267549641747337e+02,8.508435377817037306e+02,6.465845578280641348e+02,3.514566911813830643e+02,5.475861568150311314e+02,5.163323030398664741e+02,4.402466088249627774e+02,2.522844285042461365e+01,2.133296051321448203e+02,1.146106330480633630e+02,1.065312393646629516e+02,5.079259027141258116e+02,1.000000000000000000e+03,1.838888446248184323e+02,1.546824129987277274e+02,0.000000000000000000e+00,1.147492342142348321e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.761033170684000879e+02,3.166101341743182616e+02,0.000000000000000000e+00,7.494791844087901609e+02
2.570664111275759751e+02,5.906145687466132586e+02,5.003272873852089901e+02,8.411557670405900922e+01,5.366270019890544063e+02,0.000000000000000000e+00,3.804063161432279685e+02,6.821139888797334834e+02,3.811427316606573186e+02,6.136999891530590503e+02,8.359453499277176434e+02,4.609071054766486100e+02,5.017066043115723346e+02,7.296243614805246125e+01,0.000000000000000000e+00,2.586256702547930786e+02,0.000000000000000000e+00,6.749922508619148402e+02,0.000000000000000000e+00,5.183631392221277565e+02,1.239377671163291268e+02,2.719447850348078646e+02,1.084393666249847854e+02,1.134589407556589151e+02,3.406974563146519017e+02,6.574725468093968175e+02,6.251534634651463875e+02,4.745286301203290122e+02,6.065011526166094882e+02,1.382485355765953159e+02
4.837882693405018131e+02,5.091561087303649629e+02,3.061727921042838148e+02,0.000000000000000000e+00,2.688951900977246510e+02,7.355564296533784727e+02,1.996445825291710889e+02,0.000000000000000000e+00,3.320902930813597891e+02,9.541153746544284786e+02,2.492650128289565714e+02,0.000000000000000000e+00,1.455317007149362496e+02,1.550463261100243813e+02,4.005084168281569532e+02,9.500267863615147235e+01,5.453529471050561597e+02,5.755923290718092176e+02,0.000000000000000000e+00,8.473981770688099004e+02,0.000000000000000000e+00,1.756133610024706968e+02,3.860000016361923372e+02,5.146161985832401342e+02,3.592316851971439746e+02,1.960578082959828521e+02,0.000000000000000000e+00,5.900554154359406311e+02,5.762573204186799103e+02,8.121432123348484993e+02
0.000000000000000000e+00,3.013152466862345022e+02,0.000000000000000000e+00,2.550629570347794299e+02,2.567044119290789581e+02,3.276075033681613036e+02,1.000000000000000000e+03,0.000000000000000000e+00,2.252189702270495104e+02,3.070966359061744129e+02,3.932885281068292898e+02,9.731361026275533277e+02,2.094848911107644369e+02,1.000000000000000000e+03,4.683541900934559408e+02,1.000000000000000000e+03,2.918790418810375513e+02,3.933501958856597867e+02,4.667521442177555855e+02,5.438375358805062660e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.799336296822697250e+02,1.000000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,6.678406240247134065e+02,2.414866929336805015e+02,3.319498500106248002e+02
0.000000000000000000e+00,1.556502453822184293e+02,9.661895003197662390e+02,3.675774560450952322e+02,6.147829555180001080e+02,0.000000000000000000e+00,6.177247447423872018e+02,0.000000000000000000e+00,3.771414212268551296e+02,0.000000000000000000e+00,6.349931023626081696e+02,4.690278372456978104e+02,9.175532774877012798e+02,1.553579243647061503e+01,1.440210799327745121e+02,1.000000000000000000e+03,0.000000000000000000e+00,8.111029735059797758e+02,1.408161022910027214e+02,4.944831378293482658e+02,5.930291663920935434e+02,1.510682937515296942e+02,7.445722896581789882e+02,0.000000000000000000e+00,2.535572550861887748e+02,4.827685565820872853e+02,6.541708974712269082e+02,1.165180304501910200e+02,9.363062565150878527e+02,9.477362799519125929e+02
8.379365592391922064e+02,3.563016512310181270e+02,0.000000000000000000e+00,1.911074021203756388e+02,7.988180927482895299e+01,8.326667179486967996e+01,8.267335646700462348e+02,0.000000000000000000e+00,1.000000000000000000e+03,4.212999094183294346e+02,7.685464858750962094e+02,4.691463046871590450e+02,0.000000000000000000e+00,4.374187772670396726e+02,1.776992465160012102e+01,1.955790913978943593e+02,2.560654322228582487e+02,5.088373927866950908e+02,1.334564428406394256e+02,5.548400846974089973e+01,3.500160377951208943e+02,1.832813018223427548e+01,4.752156343434085102e+02,9.217213199915704536e+01,4.391332933664069174e+02,3.843930327262843605e+01,5.957720337268253843e+02,7.348828101039432568e+02,1.875647492755769719e+01,0.000000000000000000e+00
3.396739366400738618e+02,4.773553441032029241e+02,3.617001075013945410e+00,1.110161813586583719e+02,5.574047498135563501e+02,2.195755514792649592e+02,0.000000000000000000e+00,2.320399985546469281e+02,6.442280435904583555e+02,0.000000000000000000e+00,2.211301074382875811e+02,1.606380055026575064e+02,4.588869209687176181e+02,3.729167885573637022e+02,3.261705978252612681e+02,1.000000000000000000e+03,8.793494729977300040e+02,4.509512463314453612e+01,6.636493168561748917e+02,3.254388824841763608e+02,4.955288992804732402e+02,7.854422166493903887e+02,2.350696723337751166e+02,1.175657276435424023e+02,8.692564834832222687e+01,2.371724277541576953e+02,0.000000000000000000e+00,9.008199868619446988e+02,7.363977607451364520e+02,3.257183186758104512e+02
5.088082271979977804e+02,8.622164157898500889e+02,1.249079278160875646e+02,3.603293354419545267e+02,1.747541520206389976e+02,8.957430605153873557e+02,9.065218845102384648e+01,9.611822200461259058e+01,7.014814358689802702e+02,4.614208680494087957e+02,2.917653325708788543e+02,0.000000000000000000e+00,1.000000000000000000e+03,2.130471466253061124e+02,9.056687984306151975e+02,4.670909250844629241e+02,6.304477600915579387e+02,3.981274453397930415e+02,0.000000000000000000e+00,4.434157505059092728e+02,4.468353557965403411e+01,1.782534662237649741e+02,1.520763992731096437e+01,2.305169308157211105e+02,0.000000000000000000e+00,3.613155611019367370e+02,0.000000000000000000e+00,6.968818811462547274e+02,5.402170488418739751e+02,2.656453552803199614e+02
1.352227049955187113e+02,3.782133317695876826e+02,2.593216170214732301e+02,2.344963659426001641e+02,9.818915296232491983e+02,1.000000000000000000e+03,4.349195962988277415e+02,2.672731950736759927e+02,5.767183613689405774e+02,4.783618975915563851e+02,5.855370236636015306e+02,9.528900565898419472e+01,0.000000000000000000e+00,7.987265119741269928e+02,4.621238770371955979e+02,0.000000000000000000e+00,4.127913611856170633e+02,4.189157827643342102e+01,2.058204750551484778e+02,3.908603219043598642e+02,0.000000000000000000e+00,4.667047141471368263e+02,0.000000000000000000e+00,4.662564224741627754e+02,5.628669940274276087e+02,3.524294022806419662e+02,1.745232881035001924e+02,6.671704736502945252e+02,6.883554246704252364e+02,4.090826738143869079e+02
